what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.4.1.M20090911-1550,"org.eclipse.ui.navigator",1254693366218
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1254693366218
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1254693366218
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1254693366218
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1254693366234
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1254693366234
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1254693366234
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1254693366234
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1254693366234
os,sysinfo,,,"win32",1254693366234
arch,sysinfo,,,"x86",1254693366234
ws,sysinfo,,,"win32",1254693366234
locale,sysinfo,,,"es_ES",1254693366234
processors,sysinfo,,,"2",1254693366234
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1254693366234
java.runtime.version,sysinfo,,,"1.6.0_06-b02",1254693366234
java.specification.name,sysinfo,,,"Java Platform API Specification",1254693366234
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1254693366234
java.specification.version,sysinfo,,,"1.6",1254693366234
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1254693366234
java.version,sysinfo,,,"1.6.0_06",1254693366234
java.vm.info,sysinfo,,,"mixed mode",1254693366234
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1254693366234
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1254693366234
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1254693366234
